age,marital,education,default,housing,loan,contact,day,campaign,pdays,previous,poutcome,y,job_A,job_B,job_C,job_D,Balance,Duration,pred Y,prob Y=0,prob Y=1
48,0,3,0,0,0,0,23,3,-1,0,0,0,0,0,1,0,-0.1386893940189938,-0.16372424287152731,0,0.99,0.01
40,1,3,1,1,1,0,23,2,-1,0,0,0,0,0,1,0,-0.7876791568839424,-0.8432700125595822,0,1.0,0.0
34,1,2,0,1,0,0,24,5,-1,0,0,0,0,0,1,0,-0.4470909058257685,-0.3617632957520462,0,0.99,0.01
42,2,3,0,1,0,0,24,5,-1,0,0,0,1,0,0,0,-0.3291823406089079,-0.575334823368292,0,1.0,0.0
33,0,3,0,1,0,0,24,5,-1,0,0,0,0,0,1,0,-0.3324667017570098,-0.47049061890213495,0,1.0,0.0
36,2,3,1,0,1,0,24,5,-1,0,0,0,0,0,1,0,-0.4408506196443747,-0.7617245201970156,0,1.0,0.0
55,1,3,0,0,0,0,24,3,-1,0,0,0,0,0,1,0,1.4588238684178028,-0.785023232300606,0,0.99,0.01
42,1,2,0,0,0,0,24,3,-1,0,0,0,1,0,0,0,-0.3354226267903016,2.0651858817052924,0,0.88,0.12
36,1,2,0,0,0,0,24,6,-1,0,0,0,0,0,1,0,-0.42902691951120764,0.8653022083703844,0,0.96,0.04
60,1,0,0,1,0,0,24,3,-1,0,0,0,0,0,1,0,-0.10387516584911295,-0.8782180807149679,0,1.0,0.0
44,1,1,0,0,0,0,24,3,-1,0,0,0,0,0,1,0,-0.4122766776558876,-0.2918671594412748,0,1.0,0.0
48,0,2,0,0,0,0,24,4,-1,0,0,0,0,0,1,0,0.30404248874515133,-0.5598023486325651,0,0.99,0.01
50,0,2,0,0,1,0,24,3,-1,0,0,0,0,0,0,1,-0.014540542620739455,-0.43554255074674925,0,1.0,0.0
42,1,1,0,1,0,0,24,3,-1,0,0,0,1,0,0,0,-0.006329639750484539,0.5663020697076402,0,1.0,0.0
25,0,1,0,1,0,0,24,2,-1,0,0,1,0,0,1,0,-0.43034066397044846,1.0478087865151762,1,0.36,0.64
31,1,3,0,1,0,0,24,3,-1,0,0,0,0,0,1,0,-0.05428131251277325,0.3604967794592579,0,0.97,0.03
53,1,1,0,0,0,0,24,8,-1,0,0,0,1,0,0,0,-0.4474193419405787,-0.8044388257202648,0,1.0,0.0
53,1,2,0,0,0,0,24,3,-1,0,0,0,0,0,1,0,0.8055644360603217,-0.08217875050896073,0,1.0,0.0
35,1,2,0,1,0,0,24,6,-1,0,0,0,0,0,0,1,2.3942099233972427,-0.6025166541558141,0,1.0,0.0
53,1,2,0,0,0,0,24,4,-1,0,0,0,0,0,1,0,6.621182721004474,-0.43554255074674925,0,1.0,0.0
25,0,3,0,0,0,0,25,1,-1,0,0,0,1,0,0,0,-0.4474193419405787,0.3449643047235309,0,0.96,0.04
29,1,2,0,1,1,0,25,5,-1,0,0,0,0,0,1,0,-0.37713401337119656,0.4420422718218245,0,1.0,0.0
57,0,3,0,0,0,0,25,1,-1,0,0,0,0,0,1,0,-0.21390126431052883,0.5934839004951624,0,0.92,0.08
49,1,1,0,0,1,0,25,1,-1,0,0,0,1,0,0,0,-0.42869848339639743,-0.41612695732709054,0,1.0,0.0
59,1,3,0,0,0,0,25,1,-1,0,0,0,0,0,1,0,-0.4773070283883066,-0.39282824522350007,0,0.99,0.01
50,1,2,0,0,0,0,25,1,-1,0,0,0,0,0,1,0,-0.5305136789875584,-0.8355037751917187,0,1.0,0.0
46,1,2,0,0,1,0,25,2,-1,0,0,0,0,0,0,1,-0.43920843907032375,-0.35399705838418266,0,1.0,0.0
50,1,3,0,0,1,0,25,1,-1,0,0,0,0,0,1,0,-0.47829233673273713,-0.7112439773059029,0,1.0,0.0
58,1,2,0,1,0,0,25,1,-1,0,0,0,0,0,1,0,0.4038870676474511,-0.03558132630177982,0,0.99,0.01
34,1,2,0,0,1,0,25,1,-1,0,0,0,0,0,1,0,-0.4470909058257685,-0.7966725883524013,0,1.0,0.0
47,1,1,0,0,1,0,25,1,-1,0,0,0,0,1,0,0,-0.6011274436717507,0.03819792869292328,0,0.99,0.01
57,1,1,0,0,0,0,25,2,-1,0,0,0,0,1,0,0,-0.4352672056926014,0.0032498605375375993,0,1.0,0.0
51,1,2,0,0,1,0,25,1,-1,0,0,0,0,0,0,1,-0.8205227683649621,-0.4005944825913636,0,1.0,0.0
34,0,2,0,0,0,0,25,1,-1,0,0,0,0,0,0,1,-0.4470909058257685,-0.043347563669643305,0,0.99,0.01
47,1,2,0,0,1,0,25,1,-1,0,0,0,0,0,1,0,-0.42114445275576295,-0.6141660102076094,0,1.0,0.0
42,1,3,0,0,1,0,25,1,-1,0,0,0,1,0,0,0,-0.534783348480091,0.24788633762523735,0,0.98,0.02
39,2,2,0,1,1,0,25,2,-1,0,0,0,0,0,0,1,-0.4474193419405787,-0.6413478409951316,0,1.0,0.0
47,1,2,0,1,1,0,25,1,-1,0,0,0,0,0,0,1,-0.7216634978070929,-0.10547746261255118,0,0.99,0.01
46,2,2,0,0,0,0,25,2,-1,0,0,0,0,0,1,0,-0.4050510831300633,-0.7112439773059029,0,1.0,0.0
58,2,2,0,0,0,0,25,2,-1,0,0,0,0,0,1,0,-0.3442904018901769,-0.7423089267773569,0,0.98,0.02
42,0,2,0,0,0,0,25,1,-1,0,0,0,0,0,1,0,-0.4523458836627316,-0.7267764520416299,0,1.0,0.0
56,1,2,0,1,1,0,25,1,-1,0,0,0,1,0,0,0,-0.25232828974332183,-0.41612695732709054,0,1.0,0.0
40,2,0,0,0,1,0,25,2,-1,0,0,0,0,0,1,0,-0.4474193419405787,-0.6491140783629951,0,1.0,0.0
31,1,2,0,0,0,0,25,2,-1,0,0,0,1,0,0,0,0.617370542274079,0.13139277710728509,0,1.0,0.0
29,2,2,0,1,0,0,25,3,-1,0,0,0,0,0,1,0,-0.4474193419405787,0.08867847158403593,0,1.0,0.0
42,0,3,0,1,0,0,25,2,-1,0,0,0,0,0,1,0,-0.3052065042277635,0.45369162787361966,0,1.0,0.0
43,1,1,0,0,0,0,25,8,-1,0,0,0,0,0,1,0,-0.21094533927723708,-0.35011393970025095,0,1.0,0.0
38,1,2,0,0,0,0,25,3,-1,0,0,0,0,0,0,1,-0.4934003980140062,0.7682242412720908,0,0.99,0.01
45,1,2,0,1,1,0,25,5,-1,0,0,0,0,0,0,1,-0.3160448960165,-0.6025166541558141,0,1.0,0.0
41,1,1,0,0,0,0,25,4,-1,0,0,0,0,0,1,0,-0.32228518219789376,0.18187331999839773,0,0.99,0.01
29,0,3,0,1,0,0,26,4,-1,0,0,0,0,0,1,0,-0.4336250251185504,-0.6491140783629951,0,1.0,0.0
47,2,2,1,0,1,0,26,3,-1,0,0,0,0,0,1,0,-0.4474193419405787,1.41282194280476,0,0.95,0.05
37,0,3,0,0,0,0,26,2,-1,0,0,0,1,0,0,0,0.7871720136309506,1.5215492659548489,0,0.94,0.06
40,1,2,0,0,1,0,26,2,-1,0,0,0,0,0,1,0,-0.4474193419405787,-0.3112827528609335,0,1.0,0.0
34,1,2,0,0,1,0,26,2,-1,0,0,0,1,0,0,0,-0.4474193419405787,0.8031723094274765,0,1.0,0.0
50,1,2,0,1,1,0,26,2,-1,0,0,0,0,0,0,1,-0.4474193419405787,1.428354417540487,0,0.91,0.09
36,1,2,0,1,0,0,26,2,-1,0,0,0,0,0,1,0,-0.4231150694446241,0.24788633762523735,0,1.0,0.0
32,1,2,0,0,1,0,26,1,-1,0,0,0,0,0,0,1,-0.3951979996857574,-0.31516587154486525,0,1.0,0.0
27,1,3,0,1,0,0,26,3,-1,0,0,1,0,0,1,0,-0.3373932434791628,1.0128607183597906,1,0.23,0.77
32,0,3,0,1,1,0,26,1,-1,0,0,0,0,0,0,1,-0.33969229628283415,0.04984728474471851,0,1.0,0.0
60,2,3,0,0,1,0,26,2,-1,0,0,0,0,1,0,0,-0.004359023061623358,-0.23362037918229867,0,0.98,0.02
30,1,3,0,1,1,0,26,3,-1,0,0,1,0,0,1,0,-0.27466194555041523,1.626393470421006,1,0.3,0.7
52,1,2,0,0,1,0,26,3,-1,0,0,0,0,0,0,1,-0.44774777805538885,-0.4666075002182032,0,1.0,0.0
57,1,2,0,0,1,0,26,3,-1,0,0,0,1,0,0,0,-0.43592407792222176,-0.16760736155545905,0,0.99,0.01
48,1,2,0,1,1,0,26,3,-1,0,0,0,0,0,1,0,-0.3354226267903016,-0.02781508893391634,0,1.0,0.0
28,1,1,0,1,0,0,26,2,-1,0,0,0,0,0,1,0,-0.21685718934382062,0.23235386288951038,0,0.99,0.01
49,2,2,0,1,1,0,26,1,-1,0,0,0,0,0,1,0,-0.4648264560255191,-0.020048851566052853,0,1.0,0.0
43,2,3,0,0,1,0,26,1,-1,0,0,0,0,0,0,1,0.30108656371185955,0.33331494867173567,0,0.99,0.01
28,0,3,0,1,0,0,26,4,-1,0,0,0,0,0,1,0,-0.3548003575641032,0.16634084526267076,0,1.0,0.0
44,1,2,0,0,1,0,26,1,-1,0,0,0,0,0,1,0,-0.49767006750653875,-0.2375034978662304,0,1.0,0.0
36,1,2,0,0,1,0,26,1,-1,0,0,0,0,0,1,0,0.24328180750526493,-0.7267764520416299,0,1.0,0.0
42,1,2,0,1,1,0,26,1,-1,0,0,0,0,0,1,0,-0.3948695635709472,-0.2646853286537526,0,1.0,0.0
52,1,2,0,0,1,0,26,1,-1,0,0,0,0,0,0,1,-0.3843596078970209,-0.6413478409951316,0,0.99,0.01
30,0,2,0,0,1,0,26,1,-1,0,0,0,0,0,0,1,0.17036899001740127,-0.889867436766763,0,1.0,0.0
54,0,2,0,0,0,0,26,2,-1,0,0,0,0,0,0,1,2.2749876137211413,-0.4860230936378619,0,1.0,0.0
46,1,3,0,0,0,0,26,1,-1,0,0,0,0,0,1,0,-0.39585487191537777,-0.4200100760110223,0,1.0,0.0
22,1,2,0,1,0,0,26,2,-1,0,0,0,0,0,1,0,-0.5443079958095867,-0.4200100760110223,0,0.99,0.01
41,2,2,0,0,0,0,26,2,-1,0,0,0,0,0,0,1,-0.3479031991530891,-0.29575027812520654,0,0.99,0.01
36,0,1,0,0,0,0,26,1,-1,0,0,0,0,0,1,0,-0.3268832878052365,0.07314599684830896,0,0.98,0.02
28,1,2,0,1,0,0,26,7,-1,0,0,0,0,0,1,0,-0.38304586343778013,-0.319048990228797,0,1.0,0.0
25,0,2,0,1,0,0,26,3,-1,0,0,0,0,0,0,1,-0.22375434775483474,-0.5947504167879507,0,1.0,0.0
51,1,2,0,0,1,0,26,3,-1,0,0,0,0,0,0,1,-0.4474193419405787,1.1914841778206506,0,0.98,0.02
45,1,1,0,0,0,0,26,2,-1,0,0,0,0,0,1,0,-0.4241003777890547,-0.4666075002182032,0,1.0,0.0
26,0,2,0,0,1,0,26,3,-1,0,0,0,0,0,1,0,-0.534783348480091,1.5875622835816885,0,0.89,0.11
55,1,1,0,0,1,0,26,3,-1,0,0,0,1,0,0,0,-0.43329658900374024,0.7992891907435448,0,0.99,0.01
28,0,2,0,0,1,0,26,2,-1,0,0,1,0,0,0,1,-0.44971839474425007,11.35748889235395,1,0.26,0.74
32,0,2,1,0,0,0,26,2,-1,0,0,0,0,0,1,0,-0.4047226470152531,0.5740683070755037,0,0.98,0.02
35,1,3,0,1,0,0,26,2,-1,0,0,0,0,0,1,0,-0.43953687518513396,-0.058880038405370275,0,1.0,0.0
40,1,2,0,1,0,0,26,3,-1,0,0,0,0,0,1,0,-0.42377194167424453,-0.575334823368292,0,1.0,0.0
55,1,2,0,1,0,0,26,5,-1,0,0,0,0,0,0,1,1.5911836226863119,-0.5636854673164967,0,1.0,0.0
55,1,3,0,0,0,0,26,4,-1,0,0,0,1,0,0,0,-0.24214677018420575,-0.81608818177206,0,1.0,0.0
47,1,2,0,0,0,0,26,8,-1,0,0,0,1,0,0,0,-0.4474193419405787,-0.3268152275966605,0,1.0,0.0
35,0,3,0,0,0,0,26,4,-1,0,0,0,1,0,0,0,0.9628853350544059,1.051691905199108,0,0.94,0.06
25,0,1,0,1,0,0,26,2,-1,0,0,0,0,0,1,0,1.5560409584016208,-0.8277375378238552,0,1.0,0.0
34,1,1,0,1,0,0,26,5,-1,0,0,0,0,0,1,0,1.2929636304386536,-0.7112439773059029,0,1.0,0.0
27,1,1,0,0,1,0,27,6,-1,0,0,1,0,0,1,0,-0.5830634573571899,0.6361982060184116,1,0.41,0.59
32,1,2,0,0,1,0,27,3,-1,0,0,0,0,0,0,1,-0.3860017884710719,0.47699033997721013,0,0.99,0.01
32,2,2,0,0,1,0,27,2,-1,0,0,1,0,0,0,1,-0.5265724456098361,2.3214717148447876,1,0.2,0.8
47,1,2,0,1,0,0,27,4,-1,0,0,0,0,0,0,1,-0.06643344876075052,-0.7733738762488108,0,1.0,0.0
44,1,2,0,0,1,0,27,2,-1,0,0,0,0,0,0,1,-0.6503928608932802,-0.23362037918229867,0,1.0,0.0
27,1,2,0,1,0,0,27,4,-1,0,0,0,0,0,1,0,-0.25232828974332183,0.6789125115416608,0,0.98,0.02
53,1,1,0,0,0,0,27,2,-1,0,0,0,0,0,0,1,-0.14164531905228556,-0.3850620078556366,0,1.0,0.0
30,0,2,0,0,1,0,27,3,-1,0,0,0,0,0,0,1,0.040965160782183783,-0.198672311026913,0,0.99,0.01
32,2,0,0,1,1,0,27,6,-1,0,0,0,0,0,1,0,-0.35184443253081144,-0.5365036365289746,0,0.99,0.01
29,1,3,0,0,1,0,27,4,-1,0,0,0,0,0,1,0,-0.6845502168335407,-0.5326205178450428,0,1.0,0.0
57,1,2,0,0,1,0,27,1,-1,0,0,0,0,1,0,0,-0.5847056379312409,-0.6335816036272681,0,0.98,0.02
30,1,1,0,0,0,0,27,1,-1,0,0,0,0,0,1,0,-0.42705630282234647,-0.17537359892332255,0,0.99,0.01
32,1,1,0,0,1,0,27,1,-1,0,0,0,1,0,0,0,-0.4451202891369073,-0.575334823368292,0,1.0,0.0
53,1,1,0,0,1,0,27,1,-1,0,0,0,0,1,0,0,-0.4474193419405787,1.8982117782962278,0,0.84,0.16
26,1,2,0,1,1,0,27,3,-1,0,0,0,0,0,1,0,-0.07694340443467683,-0.5714517046843602,0,1.0,0.0
21,0,2,0,1,0,0,27,2,-1,0,0,0,0,0,1,0,-0.1781017277962174,0.17022396394660252,0,0.99,0.01
43,1,3,0,1,0,0,27,6,-1,0,0,0,0,0,1,0,-0.26875009548383166,-0.4044776012752953,0,1.0,0.0
57,1,1,0,0,0,0,27,1,-1,0,0,0,1,0,0,0,-0.41950227218171193,-0.24915285391802564,0,0.99,0.01
50,1,3,0,0,1,0,27,1,-1,0,0,0,0,0,1,0,-0.15938086925203618,-0.2996333968091383,0,1.0,0.0
55,1,1,0,0,0,0,27,4,-1,0,0,0,0,1,0,0,-0.4467624697109583,0.5197046455004593,0,1.0,0.0
58,1,1,0,0,0,0,27,1,-1,0,0,0,0,0,0,1,-0.4260709944779159,-0.37341265180384137,0,1.0,0.0
25,0,0,0,1,0,0,27,2,-1,0,0,0,0,0,1,0,-0.32491267111637534,1.4594193670119409,0,0.9,0.1
57,1,1,0,0,0,0,27,1,-1,0,0,0,0,0,1,0,-0.5255871372654055,-0.695711502570176,0,1.0,0.0
30,1,2,0,1,1,0,27,5,-1,0,0,0,0,0,1,0,-0.07595809609024623,-0.4277763133788858,0,0.99,0.01
39,1,2,0,0,1,0,27,1,-1,0,0,0,0,0,1,0,-0.4474193419405787,-0.6025166541558141,0,1.0,0.0
55,0,1,0,0,1,0,27,1,-1,0,0,0,0,1,0,0,-0.217514061573441,-0.45495814416640795,0,0.98,0.02
56,1,3,0,0,0,0,27,2,-1,0,0,0,0,0,1,0,-0.32195674608308356,-0.05499691972143853,0,1.0,0.0
33,0,1,0,1,0,0,27,8,-1,0,0,0,0,0,1,0,-0.17251831384444405,-0.03169820761784808,0,1.0,0.0
54,2,2,0,1,0,0,27,2,-1,0,0,0,0,0,1,0,-0.3636681326639785,-0.4588412628503397,0,1.0,0.0
49,1,2,1,1,1,0,27,4,-1,0,0,0,0,0,1,0,-0.999192014821709,-0.6452309596790633,0,1.0,0.0
28,1,2,0,1,0,0,27,5,-1,0,0,0,0,0,0,1,-0.4461055974813379,-0.4860230936378619,0,1.0,0.0
46,1,2,0,1,1,0,27,1,-1,0,0,0,1,0,0,0,-0.4461055974813379,-0.16372424287152731,0,1.0,0.0
51,1,3,0,0,1,0,27,1,-1,0,0,0,0,0,1,0,-0.41983070829652214,0.04208104737685502,0,0.99,0.01
42,2,2,0,0,1,0,27,1,-1,0,0,0,0,0,0,1,-0.43986531129994416,0.5391202389201181,0,0.99,0.01
60,2,1,0,0,1,0,27,1,-1,0,0,0,0,1,0,0,-0.41621791103361,-0.05499691972143853,0,1.0,0.0
31,1,1,0,1,1,0,27,2,-1,0,0,0,0,0,1,0,-0.5863478185052918,-0.4782568562699984,0,1.0,0.0
34,1,2,0,1,1,0,27,1,-1,0,0,0,0,0,1,0,0.21569317386120843,-0.6063997728397459,0,1.0,0.0
29,0,2,0,0,0,0,27,1,-1,0,0,0,0,0,0,1,-0.4438065446776665,0.2634188123609643,0,1.0,0.0
51,1,2,0,0,1,0,27,2,-1,0,0,0,0,0,0,1,-0.4001245414079104,-0.40836071995922707,0,1.0,0.0
60,1,2,0,0,1,0,27,2,-1,0,0,0,0,1,0,0,-0.4218013249853833,-0.41612695732709054,0,1.0,0.0
60,1,1,0,0,0,0,27,5,-1,0,0,0,0,0,1,0,-0.41161980542626725,0.3527305420913944,0,0.99,0.01
56,1,1,0,0,0,0,27,2,-1,0,0,0,0,0,1,0,-0.4474193419405787,0.12750965842335335,0,1.0,0.0
52,0,2,0,1,1,0,27,3,-1,0,0,0,0,0,1,0,0.35068041704819924,-0.2841009220734113,0,1.0,0.0
41,2,2,0,0,1,0,27,2,-1,0,0,0,0,0,0,1,0.5280359190457055,-0.3462308210163192,0,0.99,0.01
24,0,2,0,1,0,0,27,4,-1,0,0,0,0,0,0,1,-0.4438065446776665,-0.5598023486325651,0,1.0,0.0
55,1,1,0,0,1,0,27,3,-1,0,0,0,0,0,1,0,-0.47336579501058423,0.13527589579121682,0,1.0,0.0
34,0,2,0,1,1,0,27,4,-1,0,0,0,0,0,0,1,-0.6044118048198527,-0.5714517046843602,0,1.0,0.0
36,1,2,0,1,1,0,27,2,-1,0,0,0,0,0,1,0,-0.354471921449293,-0.785023232300606,0,1.0,0.0
34,2,2,0,1,0,0,27,5,-1,0,0,0,0,0,1,0,-0.41818852772247117,-0.6102828915236777,0,1.0,0.0
24,0,2,0,1,0,0,27,3,-1,0,0,0,0,0,1,0,-0.23295055896952024,-0.043347563669643305,0,1.0,0.0
37,1,3,0,0,1,0,30,3,-1,0,0,0,0,0,1,0,-0.2513429813988913,-0.6296984849433364,0,1.0,0.0
40,1,2,0,1,0,0,30,3,-1,0,0,0,0,0,1,0,-0.4280416111667771,0.24788633762523735,0,1.0,0.0
39,1,1,0,1,0,0,30,4,-1,0,0,0,0,0,0,1,-0.34100604074207497,-0.29575027812520654,0,1.0,0.0
34,1,2,1,1,0,0,30,2,-1,0,0,0,1,0,0,0,-0.7325018895958294,-0.23362037918229867,0,0.93,0.07
52,1,1,0,1,0,0,30,2,-1,0,0,0,0,0,1,0,-0.18532732232204172,-0.5248542804771793,0,1.0,0.0
56,1,3,0,1,0,0,30,2,-1,0,0,0,1,0,0,0,-0.4687676894032415,-0.8277375378238552,0,0.99,0.01
27,1,2,0,1,0,0,30,5,-1,0,0,0,0,0,0,1,-0.2795884872725682,-0.6724127904665855,0,1.0,0.0
41,1,1,0,1,0,0,30,3,-1,0,0,0,0,0,1,0,-0.28024535950218854,-0.43554255074674925,0,1.0,0.0
36,0,3,0,1,1,0,30,3,-1,0,0,0,0,0,1,0,0.2879491191194517,-0.6413478409951316,0,1.0,0.0
49,2,2,0,1,0,0,30,3,-1,0,0,0,0,0,0,1,0.2649585910827379,-0.7927894696684695,0,1.0,0.0
26,0,2,0,1,0,0,30,9,-1,0,0,0,0,0,0,1,-0.47106674220691286,-0.6840621465183807,0,0.99,0.01
42,2,1,0,0,1,0,30,3,-1,0,0,0,0,0,1,0,-0.39979610529310017,-0.8976336741346266,0,0.99,0.01
51,1,1,0,1,1,0,30,3,-1,0,0,0,0,0,1,0,-0.4805913895364085,-0.7694907575648791,0,0.99,0.01
37,2,2,0,0,1,0,30,2,-1,0,0,0,0,0,1,0,-0.017496467654031227,-0.5209711617932475,0,1.0,0.0
49,1,2,0,0,0,0,30,2,-1,0,0,0,0,0,0,1,-0.4434781085628563,-0.15984112418759558,0,1.0,0.0
50,1,2,0,0,0,0,30,4,-1,0,0,0,0,0,1,0,0.8623838839224857,-0.3617632957520462,0,1.0,0.0
28,0,2,0,1,0,0,30,4,-1,0,0,0,1,0,0,0,-0.5771516072906063,-0.45495814416640795,0,0.99,0.01
35,1,3,0,1,0,0,30,4,-1,0,0,0,0,0,1,0,0.05377416925978145,-0.4666075002182032,0,1.0,0.0
47,1,2,0,0,0,0,30,1,-1,0,0,0,0,0,1,0,-0.34133447685688517,0.49252281471293713,0,0.98,0.02
33,1,2,0,0,1,0,30,3,-1,0,0,0,0,0,0,1,-0.20437661698103313,0.030431691325059795,0,1.0,0.0
45,1,2,1,0,1,0,30,1,-1,0,0,0,1,0,0,0,-0.24247520629901595,-0.8083219444041965,0,1.0,0.0
38,0,1,0,0,1,0,30,1,-1,0,0,0,0,0,1,0,-0.4093207526225959,-0.21420478576263996,0,0.94,0.06
34,1,2,0,1,0,0,30,3,-1,0,0,0,0,0,1,0,-0.4474193419405787,2.026354694865975,0,0.83,0.17
49,1,1,0,0,1,0,30,1,-1,0,0,0,0,0,1,0,-0.37187903553423346,-0.319048990228797,0,0.99,0.01
37,1,3,0,0,1,0,30,1,-1,0,0,0,1,0,0,0,-0.4474193419405787,-0.2180879044465717,0,0.98,0.02
45,0,2,0,0,1,0,30,1,-1,0,0,0,0,0,0,1,-0.5597444932056659,-0.38894512653956836,0,0.99,0.01
44,1,2,1,0,1,0,30,3,-1,0,0,0,0,0,0,1,-0.4474193419405787,-0.7073608586219712,0,1.0,0.0
33,1,1,0,0,0,0,30,2,-1,0,0,0,0,0,1,0,-0.3567709742529644,-0.13265929340007337,0,0.99,0.01
55,1,3,0,0,0,0,30,2,-1,0,0,0,0,0,1,0,-0.4474193419405787,-0.5714517046843602,0,1.0,0.0
56,1,3,0,1,1,0,30,3,-1,0,0,0,0,0,1,0,0.5648207639044475,0.7216268170649099,0,0.96,0.04
40,1,2,0,1,0,0,30,3,-1,0,0,0,0,0,0,1,-0.3751633966823354,-0.7345426894094934,0,1.0,0.0
27,0,1,0,1,0,0,30,4,-1,0,0,0,0,0,1,0,-0.07694340443467683,-0.6607634344147904,0,1.0,0.0
57,1,2,0,0,1,0,30,2,-1,0,0,0,0,1,0,0,-0.4474193419405787,-0.5986335354718825,0,0.99,0.01
39,1,2,0,1,1,0,30,4,-1,0,0,0,0,0,1,0,-0.4651548921403293,-0.023931970249984596,0,0.99,0.01
49,1,2,0,0,0,0,30,4,-1,0,0,0,0,0,0,1,0.22981592679804688,-0.48990621232179365,0,1.0,0.0
34,0,2,0,0,1,0,30,2,-1,0,0,0,0,0,0,1,-0.4257425583631057,0.7449255291685003,0,0.97,0.03
59,1,2,1,0,1,0,1,4,-1,0,0,0,0,1,0,0,-0.431325972314879,1.335159569126125,0,0.96,0.04
41,1,2,0,1,0,0,1,3,-1,0,0,0,0,0,0,1,-0.40209515809677154,-0.47437373758606666,0,0.99,0.01
30,1,2,0,0,0,0,1,4,-1,0,0,0,0,0,1,0,-0.32754016003485686,0.47699033997721013,0,0.98,0.02
44,0,3,0,0,0,0,1,2,-1,0,0,0,0,0,0,1,-0.4441349807924767,-0.38894512653956836,0,0.98,0.02
41,0,2,0,1,0,0,1,9,-1,0,0,1,0,0,1,0,-0.4227866333298139,0.8575359710025209,1,0.34,0.66
31,1,2,0,0,1,0,1,3,-1,0,0,0,0,0,1,0,-0.23327899508433045,0.08867847158403593,0,0.98,0.02
49,1,3,0,0,0,0,1,2,-1,0,0,0,0,0,1,0,-0.28221597619104977,0.1508083705269438,0,0.96,0.04
35,1,2,0,1,1,0,1,3,-1,0,0,0,0,0,1,0,-0.36498187712321933,-0.5054386870575206,0,1.0,0.0
39,1,2,0,1,1,0,1,3,-1,0,0,0,0,0,1,0,-0.1285078744598777,0.8264710215310669,0,0.97,0.03
51,2,2,0,0,0,0,1,1,-1,0,0,0,0,0,0,1,-0.4539880642367826,-0.7772569949327426,0,1.0,0.0
39,0,2,0,0,0,0,1,4,-1,0,0,0,0,0,0,1,-0.48223357011045953,-0.7694907575648791,0,1.0,0.0
35,1,2,0,1,0,0,1,1,-1,0,0,0,0,0,0,1,-0.16135148594089738,-0.5831010607361554,0,0.99,0.01
54,1,2,0,0,1,0,1,1,-1,0,0,0,0,0,0,1,-0.4444634169072869,-0.4588412628503397,0,1.0,0.0
59,1,2,0,0,0,0,1,1,-1,0,0,0,0,0,1,0,-0.4474193419405787,-0.03558132630177982,0,0.98,0.02
57,1,1,0,0,0,0,1,3,-1,0,0,0,1,0,0,0,-0.43001222785563825,-0.16760736155545905,0,1.0,0.0
39,2,1,0,0,1,0,1,1,-1,0,0,0,0,0,1,0,-0.4464340335961481,1.4244712988565553,0,0.91,0.09
29,0,0,0,0,0,0,1,1,-1,0,0,0,0,0,0,1,-0.4365809501518422,-0.37729577048777313,0,0.99,0.01
40,1,1,0,0,1,0,1,2,-1,0,0,0,1,0,0,0,-0.41983070829652214,0.6594969181220021,0,0.98,0.02
43,0,2,0,0,1,0,1,1,-1,0,0,0,0,0,0,1,-0.4431496724480461,-0.5403867552129062,0,1.0,0.0
41,1,1,0,0,0,0,1,1,-1,0,0,0,0,0,1,0,-0.4470909058257685,-0.5481529925807698,0,0.99,0.01
45,1,3,0,0,1,0,1,1,-1,0,0,0,0,0,1,0,-0.546607048613258,-0.6918283838862442,0,1.0,0.0
60,1,1,0,0,0,0,1,1,-1,0,0,0,0,1,0,0,-0.4474193419405787,-0.8626856059792409,0,0.98,0.02
31,1,3,1,0,1,0,1,1,-1,0,0,0,0,0,0,1,-0.47697859227349637,-0.33069834628059225,0,1.0,0.0
59,1,2,0,0,1,0,1,1,-1,0,0,0,0,0,1,0,-0.44544872525171747,0.13139277710728509,0,1.0,0.0
59,1,2,0,0,0,0,1,2,-1,0,0,0,0,0,1,0,-0.32983921283852824,-0.2918671594412748,0,0.97,0.03
29,0,2,0,0,1,0,1,1,-1,0,0,0,0,0,0,1,-0.0017315341431417852,-0.2258541418144352,0,0.98,0.02
49,1,1,0,0,1,0,1,1,-1,0,0,0,1,0,0,0,-0.1403315745930448,-0.4200100760110223,0,0.98,0.02
47,1,1,1,0,1,0,1,1,-1,0,0,0,0,0,1,0,-0.39979610529310017,-0.36952953311990966,0,1.0,0.0
32,1,2,0,1,1,0,1,1,-1,0,0,0,0,0,0,1,-0.4474193419405787,-0.5287373991611111,0,1.0,0.0
35,2,1,0,0,0,0,1,1,-1,0,0,0,0,0,1,0,-0.4474193419405787,-0.7889063509845378,0,1.0,0.0
52,2,2,0,0,0,0,1,1,-1,0,0,0,0,0,1,0,-0.1403315745930448,-0.6685296717826538,0,0.99,0.01
30,1,3,0,1,1,0,1,1,-1,0,0,0,0,0,1,0,-0.431325972314879,0.39156172893071184,0,0.97,0.03
43,0,2,0,0,1,0,1,2,-1,0,0,0,0,0,0,1,-0.41753165549285076,-0.575334823368292,0,0.98,0.02
45,2,1,1,1,1,0,1,1,-1,0,0,0,1,0,0,0,-0.5291999345283176,-0.6452309596790633,0,0.98,0.02
